Neighbourhood;City;Zipcode;Country;Latitude;Longitude;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Bed Type;Amenities;Square Feet;Price;Weekly Price;Monthly Price;Security Deposit;Cleaning Fee;Guests Included;Extra People;Minimum Nights;Maximum Nights;Has Availability;Availability 30;Availability 60;Availability 90;Availability 365;Number of Reviews;Review Scores Rating;Review Scores Accuracy;Review Scores Cleanliness;Review Scores Checkin;Review Scores Communication;Review Scores Location;Review Scores Value;Cancellation Policy;Calculated host listings count;Reviews per Month;Geolocation
Hispanoamérica;Madrid;28036;Spain;40.45706634932389;-3.686507372464585;House;Private room;1;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;129.0;45.0;266.0;900.0;200.0;;1;0;4;120;;16;46;76;323;22;99.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.0;0.67;40.4570663493,-3.68650737246
;Madrid;28005;Spain;40.40798451483423;-3.7064015999027102;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Heating,Washer,Essentials,Shampoo,Hair dryer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;28.0;;;150.0;10.0;1;15;2;1125;;26;56;86;361;3;87.0;9.0;7.0;8.0;9.0;8.0;8.0;flexible;1.0;0.76;40.4079845148,-3.7064015999
;Madrid;;Spain;40.42825280096012;-3.6958616343237423;Loft;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;70.0;;;;30.0;1;0;2;1125;;0;0;3;278;1;100.0;10.0;10.0;;10.0;;;moderate;1.0;0.19;40.428252801,-3.69586163432
Palacio;Madrid;28013;Spain;40.42228697566028;-3.7115479865026297;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Breakfast,Buzzer/wireless intercom,Heating,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self Check-In,Doorman Entry;;30.0;160.0;575.0;;;1;0;2;1125;;29;59;89;90;13;89.0;9.0;9.0;10.0;10.0;10.0;9.0;strict;1.0;0.7;40.4222869757,-3.7115479865
;Madrid;;Spain;40.41121402581762;-3.709889879805575;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;Internet,Wireless Internet,Kitchen,Smoking allowed,Breakfast,Elevator in building,Heating,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;30.0;;;;;1;0;1;1125;;21;51;81;356;8;90.0;9.0;8.0;10.0;10.0;10.0;9.0;flexible;1.0;1.18;40.4112140258,-3.70988987981
;Madrid;28012;Spain;40.41153069892764;-3.7082260055025418;Apartment;Entire home/apt;9;2.0;4.0;4.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;110.0;;;;40.0;2;25;3;10;;10;26;39;307;25;91.0;9.0;8.0;9.0;9.0;10.0;9.0;strict;2.0;2.34;40.4115306989,-3.7082260055
La Latina;Madrid;28005;Spain;40.411644524883506;-3.7095102789951624;Apartment;Entire home/apt;8;2.0;4.0;6.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron;;160.0;;2900.0;200.0;70.0;4;20;2;1125;;4;12;32;298;12;76.0;7.0;10.0;7.0;7.0;9.0;8.0;strict;145.0;0.47;40.4116445249,-3.709510279
Pacifico;Madrid;28007;Spain;40.40531260808448;-3.67805459667049;Apartment;Private room;2;1.0;0.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;36.0;;;;10.0;1;36;1;1125;;17;45;75;162;4;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;2.0;2.11;40.4053126081,-3.67805459667
Justicia;Madrid;28013;Spain;40.42086961878551;-3.699105102285758;Apartment;Private room;4;4.5;1.0;2.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;30.0;;;;10.0;2;10;1;1125;;5;5;5;42;19;95.0;9.0;10.0;10.0;10.0;10.0;10.0;strict;8.0;2.0;40.4208696188,-3.69910510229
Trafalgar;Madrid;28010;Spain;40.43601477722943;-3.700204072802728;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Heating,Family/kid friendly,Essentials;;49.0;330.0;1300.0;;30.0;4;10;4;1125;;29;59;89;179;0;;;;;;;;strict;9.0;;40.4360147772,-3.7002040728
Aluche;Madrid;28047;Spain;40.40230992573272;-3.7486748321222447;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;69.0;;;;30.0;1;0;5;29;;0;0;0;154;0;;;;;;;;moderate;1.0;;40.4023099257,-3.74867483212
;Madrid;28042;Spain;40.47352758237248;-3.5778336760496217;Apartment;Entire home/apt;10;2.0;4.0;5.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Fire extinguisher,Essentials,Shampoo,Hair dryer,Iron,Laptop friendly workspace;;250.0;;;;;6;35;1;1125;;25;55;84;202;12;90.0;9.0;10.0;10.0;10.0;9.0;9.0;strict;15.0;0.63;40.4735275824,-3.57783367605
Malasaña;Madrid;28004;Spain;40.42190062073777;-3.70343646719092;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;59.0;;;100.0;28.0;2;8;2;1125;;1;8;8;40;75;92.0;10.0;9.0;10.0;10.0;10.0;9.0;strict;1.0;3.36;40.4219006207,-3.70343646719
Castillejos;Madrid;28020;Spain;40.462244254331765;-3.694551676607575;Apartment;Entire home/apt;3;1.0;2.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,translation missing: en.hosting_amenity_50;;50.0;;;;;1;0;14;16;;0;0;16;16;0;;;;;;;;flexible;2.0;;40.4622442543,-3.69455167661
;Madrid;28003;Spain;40.43921639653201;-3.70715418999811;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Laptop friendly workspace;;29.0;;;;;1;0;1;1125;;30;60;90;365;5;100.0;10.0;8.0;9.0;10.0;9.0;10.0;flexible;1.0;0.73;40.4392163965,-3.70715419
;Madrid;28003;Spain;40.44508661792412;-3.696970127288412;Apartment;Private room;1;1.5;1.0;1.0;Real Bed;;;395.0;;;;;1;0;1;1125;;29;59;89;364;0;;;;;;;;flexible;1.0;;40.4450866179,-3.69697012729
;Madrid;28014;Spain;40.41155039032176;-3.694741994066034;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Self Check-In,Lockbox;;65.0;;;;10.0;2;10;1;30;;3;8;14;182;298;94.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;5.0;9.41;40.4115503903,-3.69474199407
Castillejos;Madrid;28020;Spain;40.46273730731858;-3.695974365685892;Apartment;Private room;3;2.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Breakfast,Elevator in building,Heating,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;16.0;;;;;1;10;1;1125;;26;56;86;361;2;100.0;8.0;6.0;10.0;10.0;10.0;10.0;flexible;2.0;0.91;40.4627373073,-3.69597436569
Fuente del Berro;Madrid;28028;Spain;40.42827761376927;-3.66337128006946;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;TV,Wireless Internet,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,First aid kit,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;50.0;;;150.0;20.0;1;0;2;1125;;0;0;0;153;3;80.0;10.0;9.0;10.0;10.0;9.0;9.0;strict;2.0;0.76;40.4282776138,-3.66337128007
Malasaña;Madrid;28015;Spain;40.425388579118696;-3.7114546137327458;Apartment;Entire home/apt;6;1.0;2.0;2.0;Real Bed;Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,Private entrance;;89.0;;;;33.0;2;9;3;1125;;10;10;10;10;0;;;;;;;;strict;1.0;;40.4253885791,-3.71145461373
;Madrid;28004;Spain;40.42543734696468;-3.7088389309689136;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;Wireless Internet,Air conditioning,Kitchen,Washer,Essentials,Laptop friendly workspace;;45.0;;;;15.0;1;0;7;14;;9;9;9;9;0;;;;;;;;moderate;1.0;;40.425437347,-3.70883893097
;Madrid;28012;Spain;40.4132624115315;-3.70605874494737;Apartment;Private room;1;1.5;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Elevator in building,Heating,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace;;25.0;;;;20.0;1;0;20;180;;0;0;6;281;0;;;;;;;;flexible;4.0;;40.4132624115,-3.70605874495
Malasaña;Madrid;28004;Spain;40.42026634345067;-3.702086640400267;Apartment;Entire home/apt;4;1.0;1.0;1.0;Pull-out Sofa;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron;;150.0;;;200.0;30.0;2;10;3;28;;9;22;38;307;7;97.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;6.0;0.49;40.4202663435,-3.7020866404
Embajadores;Madrid;28012;Spain;40.42065696789537;-3.704939998070219;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;40.0;76.0;416.0;1512.0;200.0;32.0;2;11;4;1125;;9;15;37;312;13;89.0;9.0;10.0;10.0;9.0;10.0;9.0;moderate;51.0;0.27;40.4206569679,-3.70493999807
Argüelles;Madrid;28008;Spain;40.42934257695778;-3.721605610227336;House;Private room;1;0.0;1.0;1.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Smoking allowed,Pets allowed,Doorman,Gym,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Essentials,24-hour check-in,Laptop friendly workspace;;29.0;;;;;1;0;1;1125;;0;0;6;281;0;;;;;;;;flexible;14.0;;40.429342577,-3.72160561023
Aluche;Madrid;28024;Spain;40.39532894681652;-3.7700496787769393;Bed & Breakfast;Private room;1;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,translation missing: en.hosting_amenity_50;;27.0;;;;;1;20;1;1125;;30;60;89;364;6;97.0;10.0;10.0;10.0;10.0;9.0;10.0;flexible;2.0;0.28;40.3953289468,-3.77004967878
Fuencarral-el Pardo;Madrid;28029;Spain;40.47661774125;-3.7018653658966745;Apartment;Private room;2;2.0;1.0;5.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Indoor fireplace,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;22.0;;;;;2;10;2;7;;9;12;12;12;24;95.0;9.0;10.0;10.0;9.0;9.0;9.0;flexible;1.0;5.41;40.4766177413,-3.7018653659
Justicia;Madrid;28004;Spain;40.42180927549946;-3.698588232166859;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;Wireless Internet,Kitchen,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50,Private living room,Private entrance;;26.0;;;;10.0;1;0;1;1125;;9;27;40;288;17;93.0;9.0;9.0;9.0;10.0;10.0;9.0;strict;5.0;4.59;40.4218092755,-3.69858823217
;Madrid;28005;Spain;40.41536483273719;-3.706740661459458;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;60.0;;;100.0;20.0;1;0;1;1125;;12;24;46;297;9;96.0;10.0;9.0;10.0;10.0;10.0;10.0;flexible;1.0;2.84;40.4153648327,-3.70674066146
Arapiles;Madrid;28015;Spain;40.43618134530294;-3.7106132994869374;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron;;70.0;;;;;2;10;2;1125;;10;30;53;320;4;95.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;7.0;1.11;40.4361813453,-3.71061329949
Fuencarral-el Pardo;Madrid;28034;Spain;40.50402586942196;-3.6907320004991826;House;Entire home/apt;2;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Wheelchair accessible,Pool,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Gym,Pets live on this property,Dog(s),Cat(s),Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;59.0;375.0;1400.0;150.0;25.0;2;35;3;360;;6;7;13;233;92;96.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.0;2.07;40.5040258694,-3.6907320005
Malasaña;Madrid;28015;Spain;40.42892158162055;-3.709800975695728;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Iron;0.0;70.0;525.0;1725.0;150.0;;1;0;2;1125;;9;33;59;236;15;79.0;8.0;9.0;9.0;8.0;9.0;8.0;moderate;26.0;0.31;40.4289215816,-3.7098009757
Cortes;Madrid;28012;Spain;40.4142781928222;-3.7007993643723784;Apartment;Entire home/apt;5;2.5;2.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;160.0;;;200.0;36.0;4;15;2;1125;;4;14;33;119;25;96.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;1.0;4.29;40.4142781928,-3.70079936437
Palacio;Madrid;28013;Spain;40.41637767389591;-3.709319424889548;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron;;52.0;;;100.0;10.0;1;20;2;30;;7;18;27;273;86;98.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.0;7.57;40.4163776739,-3.70931942489
;Madrid;28037;Spain;40.432519267308194;-3.6150443371582375;Apartment;Entire home/apt;4;1.5;3.0;3.0;Real Bed;TV,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Indoor fireplace,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace;;42.0;;;;;1;5;2;1125;;4;25;55;146;1;100.0;8.0;10.0;8.0;8.0;8.0;;flexible;1.0;0.54;40.4325192673,-3.61504433716
Almenara;Madrid;28029;Spain;40.47043779704288;-3.6902117331452464;Apartment;Private room;2;2.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Iron,Laptop friendly workspace;;29.0;;;;;1;10;1;1125;;25;55;85;360;24;96.0;10.0;9.0;10.0;10.0;9.0;10.0;moderate;2.0;1.8;40.470437797,-3.69021173315
;Madrid;28005;Spain;40.42502395341507;-3.701234201277379;Apartment;Entire home/apt;3;1.0;1.0;2.0;Pull-out Sofa;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Heating,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;86.0;;;150.0;;1;0;2;30;;14;30;55;55;24;88.0;9.0;9.0;10.0;10.0;10.0;9.0;moderate;1.0;2.57;40.4250239534,-3.70123420128
;Madrid;28045;Spain;40.39359290166395;-3.6977391462411897;House;Private room;1;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Breakfast,Heating,Washer,Dryer,First aid kit,Essentials,Shampoo;;19.0;;;;;1;20;1;1125;;28;58;88;363;0;;;;;;;;flexible;3.0;;40.3935929017,-3.69773914624
Sol;Madrid;28013;Spain;40.42011405590987;-3.707100215641705;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;0.0;67.0;395.0;1350.0;200.0;40.0;2;10;1;1125;;8;18;29;289;137;92.0;9.0;9.0;9.0;9.0;10.0;9.0;strict;9.0;2.68;40.4201140559,-3.70710021564
;Madrid;28013;Spain;40.418425236013846;-3.708977454127018;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Elevator in building,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;75.0;;;;30.0;2;10;2;1125;;1;7;16;134;13;98.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;1.0;3.25;40.418425236,-3.70897745413
;Madrid;28037;Spain;40.43123459211526;-3.623298599943599;Apartment;Private room;4;1.5;2.0;3.0;Real Bed;TV,Wireless Internet,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace;;25.0;;;;10.0;2;13;1;6;;12;42;72;162;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;2.0;1.96;40.4312345921,-3.62329859994
Aluche;Madrid;28011;Spain;40.405386693121216;-3.7556514114099087;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_50;;20.0;;;;10.0;1;10;2;1125;;23;53;83;358;1;60.0;8.0;8.0;6.0;8.0;8.0;8.0;strict;8.0;0.1;40.4053866931,-3.75565141141
La Latina;Madrid;28005;Spain;40.40934801054863;-3.708931779916402;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,24-hour check-in,Hangers,Hair dryer,Laptop friendly workspace;;70.0;;;150.0;30.0;2;15;3;32;;5;32;55;330;38;93.0;10.0;9.0;10.0;10.0;10.0;9.0;moderate;1.0;4.19;40.4093480105,-3.70893177992
Cortes;Madrid;28014;Spain;40.41532181093574;-3.693522340101214;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron;;95.0;;;200.0;50.0;1;0;2;1125;;10;30;54;302;0;;;;;;;;strict;40.0;;40.4153218109,-3.6935223401
Valdeacederas;Madrid;28029;Spain;40.46660362598701;-3.698083752886848;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;Wireless Internet,Kitchen,Pets allowed,Heating,Washer,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;31.0;;;100.0;60.0;1;0;1;1125;;7;26;56;331;1;40.0;4.0;6.0;6.0;10.0;4.0;4.0;moderate;44.0;0.17;40.466603626,-3.69808375289
Malasaña;Madrid;28004;Spain;40.42348604851215;-3.704015685036538;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;Wireless Internet,Kitchen,Washer,Essentials,Shampoo,Hair dryer;;25.0;;;;15.0;1;10;1;1125;;0;5;35;310;3;93.0;10.0;9.0;9.0;10.0;10.0;9.0;moderate;8.0;0.58;40.4234860485,-3.70401568504
Rios Rosas;Madrid;28003;Spain;40.43925316003456;-3.697543160774296;Apartment;Entire home/apt;6;2.0;2.0;4.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;82.0;;;;;4;15;3;60;;0;5;18;264;46;94.0;9.0;10.0;10.0;10.0;10.0;9.0;moderate;2.0;1.18;40.43925316,-3.69754316077
Arapiles;Madrid;28015;Spain;40.43411353668676;-3.7079413411252697;Dorm;Private room;2;2.0;1.0;2.0;Real Bed;TV,Cable TV,Wireless Internet,Air conditioning,Smoking allowed,Pets allowed,Doorman,Breakfast,Elevator in building,Hot tub,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo;;45.0;;;;;1;0;1;365;;30;60;90;365;13;88.0;9.0;9.0;10.0;9.0;9.0;8.0;strict;2.0;0.41;40.4341135367,-3.70794134113
;Madrid;28004;Spain;40.42013317334162;-3.698458802071196;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Kitchen,Elevator in building,Essentials,Shampoo,Hangers,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;100.0;;;;20.0;1;0;1;1125;;0;0;0;0;0;;;;;;;;flexible;1.0;;40.4201331733,-3.69845880207
;Madrid;28005;Spain;40.41041134813555;-3.7210383018383935;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Breakfast,Elevator in building,Heating,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;23.0;;;;20.0;1;7;15;1125;;0;0;2;91;11;98.0;10.0;10.0;10.0;10.0;9.0;10.0;flexible;1.0;3.88;40.4104113481,-3.72103830184
